,Nom,variable,value
1536,Bobichon Antonin,Match3,
1537,Sainte Luce Theo,Match3,
1538,Fomba Lamine,Match3,4.0
1539,Deaux Lucas,Match3,5.5
1540,Valdivia Pierrick,Match3,
1541,Depres Clement,Match3,
1542,Denkey Kéivn,Match3,6.5
1543,Ben Amar Sami,Match3,
1544,Ripart Renaud,Match3,4.0
1545,Stojanovski Vlatko,Match3,
1546,Larsonneur Gautier,Match3,6.5
1547,Léon Donovan,Match3,
1548,Castelletto Jean-Charles,Match3,
1549,Bain Denys,Match3,6.0
1550,Chardonnet Brendan,Match3,6.0
1551,Belaud Gaëtan,Match3,
1552,Perraud Romain,Match3,5.0
1553,Faussurier Julien,Match3,5.0
1554,Baal Ludovic,Match3,
1555,Kiki Enangon David,Match3,
1556,Belkebla Haris,Match3,5.5
1557,Diallo Ibrahima,Match3,6.0
1558,N'Goma Ferris,Match3,
1559,Autret Mathias,Match3,6.0
1560,Court Yoann,Match3,5.0
1561,Battocchio Cristian,Match3,5.0
1562,Lasne Paul,Match3,5.0
1563,,Match3,
1564,,Match3,
1565,Charbonnier Gaëtan ,Match3,6.0
1566,Grandsir Samuel,Match3,5.0
1567,Mayi Kévin,Match3,
1568,Osei Yaw Derick,Match3,
1569,Cardona Irvin,Match3,4.0
1570,Mendy Alexandre,Match3,
1571,Oukidja Alexandre,Match3,4.0
1572,Delecroix Paul,Match3,
1573,N'Doram Kevin,Match3,4.5
1574,Boye John,Match3,4.0
1575,Sunzu Stoppila,Match3,3.0
1576,Centonze Fabien,Match3,3.0
1577,Delaine Thomas,Match3,3.5
1578,Fofana Mamdou,Match3,
1579,,Match3,
1580,,Match3,
1581,,Match3,
1582,,Match3,
1583,Cohade Renaud,Match3,3.5
1584,Maïga Habib,Match3,
1585,Boulaya Farid,Match3,4.5
1586,Nguette Opa,Match3,3.0
1587,Gakpa Marvin,Match3,4.5
1588,Angban Victorien,Match3,4.5
1589,Traoré Adama,Match3,
1590,,Match3,
1591,,Match3,
1592,,Match3,
1593,Diallo Habib,Match3,3.5
1594,Niane Ibrahima,Match3,3.0
1595,Ambrose Thierry,Match3,4.5
1596,,Match3,
1597,,Match3,
1598,,Match3,
1599,Pelé Yohann,Match4,
1600,Mandanda Steve,Match4,6.5
1601,González Álvaro,Match4,6.0
1602,Sakai Hiroki,Match4,6.0
1603,Amavi Jordan,Match4,5.0
1604,Kamara Boubacar,Match4,5.0
1605,Perrin Lucas,Match4,
1606,Caleta-Car Duje,Match4,
1607,Sarr Bouna,Match4,5.0
1608,Strootman Kevin,Match4,6.0
1609,Luiz Gustavo,Match4,
1610,Thauvin Florian,Match4,5.5
1611,Lopez Maxime,Match4,5.0
1612,Sanson Morgan,Match4,5.5
1613,Payet Dimitri,Match4,5.5
1614,Chabrolle Florian,Match4,
1615,Aké Marley,Match4,
1616,Khaoui Saif-Eddine,Match4,5.0
1617,Rongier Valentin,Match4,
1618,Radonjic Nemanja,Match4,
1619,Germain Valère,Match4,4.5
1620,Lihadji Isaac,Match4,
1621,Benedetto Dario,Match4,6.5
1622,Lopes Anthony,Match4,6.0
1623,Tatarusanu Ciprian,Match4,
1624,Kone Youssouf,Match4,
1625,Rafael,Match4,
1626,Yanga-Mbiwa Mapou,Match4,
1627,Marçal,Match4,
1628,Marcelo,Match4,
1629,Dubois Léo,Match4,4.5
1630,Denayer Jason,Match4,5.5
1631,Solet Oumar,Match4,
1632,Andersen Joachim,Match4,4.0
1633,Tete Kenny,Match4,5.0
1634,Tousart Lucas,Match4,4.5
1635,Thiago Mendes,Match4,6.0
1636,Terrier Martin,Match4,6.0
1637,Jean Lucas,Match4,5.0
1638,Reine-Adélaïde Jeff,Match4,5.0
1639,Aouar Houssem,Match4,5.5
1640,Depay Memphis,Match4,6.5
1641,Traoré Bertrand,Match4,5.0
1642,Gouiri Amine,Match4,
1643,Dembele Moussa,Match4,
1644,Cornet Maxwel,Match4,4.0
1645,Areola Alphonse,Match4,
1646,Bulka Marcin,Match4,6.0
1647,Rico Sergio,Match4,
1648,Navas Keylor,Match4,
1649,Thiago Silva,Match4,6.5
1650,Marquinhos,Match4,5.0
1651,Diallo Abdou,Match4,
1652,Kimpembe Presnel,Match4,
1653,Kurzawa Layvin,Match4,4.5
1654,Dagba Colin,Match4,5.5
1655,Kehrer Thilo,Match4,
1656,Bernat Juan,Match4,5.5
1657,Bakker Mitchel,Match4,
1658,Mbe Soh Loïc,Match4,
1659,Meunier Thomas,Match4,
1660,Verratti Marco,Match4,7.0
1661,Sarabia Pablo,Match4,5.0
1662,Di María Ángel,Match4,6.0
1663,Herrera Ander,Match4,
1664,Draxler Julian,Match4,
1665,Choupo-Moting Eric Maxim,Match4,6.5
1666,Paredes Leandro,Match4,5.5
1667,Gueye Idrissa,Match4,5.5
1668,Aouchiche Adil,Match4,5.5
1669,Cavani Edinson,Match4,
1670,Neymar,Match4,
1671,Icardi Mauro,Match4,
1672,Jesé,Match4,4.5
1673,Mbappé Kylian,Match4,
1674,Cardinale Yoan,Match4,
1675,Benítez Walter,Match4,5.5
1676,Clementia Yannis,Match4,
1677,Cisse Ibrahim,Match4,
1678,Sarr Malang,Match4,
1679,Dante,Match4,
1680,Coly Racine,Match4,7
1681,Herelle Christophe,Match4,
1682,Atal Youcef,Match4,6
1683,Pelmard Andy,Match4,5.5
1684,Lloris Gautier,Match4,4.5
1685,Burner Patrick,Match4,6
1686,Lusamba Arnaud,Match4,4.5
1687,Walter Remi,Match4,
1688,Cyprien Wylan,Match4,6
1689,Lees-Melou Pierre,Match4,5.5
1690,Tameze Adrien,Match4,5.5
1691,Srarfi Bassem,Match4,4
1692,Kephren Thuram,Match4,
1693,Boudaoui Hichem,Match4,
1694,Danilo,Match4,
1695,Sylvestre Eddy,Match4,
1696,N'Soki Stanley,Match4,6
1697,Ounas Adam,Match4,5
1698,Claude Maurice Alexis,Match4,
1699,Pedro  Brazao,Match4,
1700,Sacko Ihsan,Match4,
1701,Le Bihan Mickael,Match4,
1702,Diaby Mohamed Lamine,Match4,
1703,Maolida Myziane,Match4,
1704,Dolberg Kasper,Match4,
1705,Ganago Ignatius,Match4,5
1706,,Match4,5.454545454545454
1707,Ruffier Stéphane,Match4,5.0
1708,Bajic Stefan,Match4,
1709,Moulin Jessy,Match4,
1710,Perrin Loic,Match4,5.0
1711,Nade Mickael,Match4,
1712,Saliba William,Match4,
1713,Gabriel Silva,Match4,
1714,Moukoudi Harold,Match4,5.0
1715,Trauco Miguel,Match4,4.0
1716,Palencia Sergi,Match4,5.0
1717,Kolodziejczak Timothée,Match4,
1718,Debuchy Mathieu,Match4,4.5
1719,Hamouma Romain,Match4,
1720,Khazri Wahbi,Match4,5.0
1721,Nordin Arnaud,Match4,
1722,Youssouf Zaydou,Match4,5.0
1723,Bouanga Denis,Match4,5.0
1724,Cabaye Yohan,Match4,5.0
1725,Sissoko Nelson,Match4,
1726,Fofana Wesley,Match4,
1727,Boudebouz Ryad,Match4,5.0
1728,Aholou Jean Eudes,Match4,5.0
1729,M'Vila Yann,Match4,4.5
1730,Monnet-Paquet Kévin,Match4,
1731,Diony Lois,Match4,
1732,Beric Robert,Match4,3.5
1733,Abi Charles,Match4,
1734,Honorat Franck,Match4,
1735,Maignan Mike,Match4,5.5
1736,Léo Jardim,Match4,
1737,Soumaoro Adama,Match4,
1738,Zeki Celik Mehmet,Match4,4.5
1739,José Fonte,Match4,3.5
1740,Gabriel,Match4,5.0
1741,Pied Jérémy,Match4,
1742,Agouzoul Saad,Match4,
1743,Tiago Djalo,Match4,4.5
1744,Bradaric Domagoj,Match4,6.0
1745,Reinildo,Match4,
1746,André Benjamin,Match4,5.5
1747,Xeka,Match4,
1748,Soumaré Boubakary,Match4,4.5
1749,Bamba Jonathan,Match4,4.5
1750,Ikoné Jonathan,Match4,5.0
1751,Zekaj Arton,Match4,
1752,Yazici Yusuf,Match4,3.0
1753,Renato Sanches,Match4,5.5
1754,Niasse Cheikh,Match4,
1755,Thiago Maia,Match4,
1756,Luiz Araujo,Match4,5.0
1757,Weah Timothy,Match4,
1758,Osimhen Victor,Match4,5.0
1759,Ouattara Abou,Match4,
1760,Remy Loïc,Match4,
1761,Costil Benoit,Match4,5.0
1762,Poussin Gaetan,Match4,
1763,Rouyard Davy,Match4,
1764,Poundjé Maxime,Match4,
1765,Sabaly Youssouf,Match4,
1766,Kwateng Enock,Match4,5.5
1767,Benito Loris,Match4,5.0
1768,Mexer,Match4,5.0
1769,Baysse Paul,Match4,
1770,Pablo,Match4,
1771,Bellanova Raoul,Match4,
1772,Koscielny Laurent,Match4,5.0
1773,Jovanovic Vukasin,Match4,
1774,Otávio,Match4,5.5
1775,Tchouameni Aurelien,Match4,5.5
1776,Basic Toma,Match4,
1777,Adli Yacine,Match4,4.5
1778,Lottin Albert-Nicolas,Match4,
1779,Benrahou Yassine,Match4,5.0
1780,Aït Bennasser Youssef,Match4,
1781,Sankharé Younousse,Match4,
1782,Hwang Ui-jo,Match4,5.5
1783,Kamano Francois,Match4,
1784,de Preville Nicolas,Match4,6.5
1785,Kalu Samuel,Match4,6.0
1786,Jonathan Cafu,Match4,
1787,Maja Josh,Match4,4.5
1788,Briand Jimmy,Match4,6.5
1789,Carvalho Matis,Match4,
1790,Rulli Geronimo,Match4,6.5
1791,Bertaud Dimitry,Match4,
1792,Congré Daniel,Match4,4.5
1793,Hilton,Match4,6.0
1794,Pedro Mendes,Match4,4.5
1795,Souquet Arnaud,Match4,4.5
1796,Cozza Nicolas,Match4,
1797,Le Tallec Damien,Match4,4.5
1798,Suarez Mathias,Match4,
1799,Oyongo Ambroise,Match4,4.0
1800,Ristic Mihailo,Match4,5.0
1801,Dolly Keagan,Match4,4.5
1802,Píriz Facundo,Match4,
1803,Junior Sambia,Match4,
1804,Mollet Florent,Match4,5.0
1805,Savanier Téji,Match4,
1806,Boutobba Bilal,Match4,
1807,Chotard Joris,Match4,
1808,Ferri Jordan,Match4,4.5
1809,Camara Souleymane,Match4,4.5
1810,Laborde Gaetan,Match4,4.0
1811,Skuletic Petar,Match4,
1812,Delort Andy,Match4,3.5
1813,Reynet Baptiste,Match4,6.0
1814,Goicoechea Mauro,Match4,
1815,Amian Kelvin,Match4,7.0
1816,Sylla Issiaga,Match4,6.0
1817,Rogel Agustin,Match4,
1818,Moreira Steven,Match4,5.5
1819,Diakite Bafode,Match4,6.5
1820,Shoji Gen,Match4,
1821,Goncalves Mathieu,Match4,
1822,Isimat-Mirin Nicolas,Match4,
1823,Diarra Moussa,Match4,
1824,Vainqueur William,Match4,6.5
1825,Sangaré Ibrahim,Match4,
1826,Makengo Jean-Victor,Match4,7.0
1827,Dossevi Mathieu,Match4,5.5
1828,Sidibe Kalidou,Match4,5.0
1829,Kone Kouadio,Match4,
1830,Boisgard Quentin,Match4,6.0
1831,N'Goumou Minpol Nathan,Match4,
1832,Jean Corentin,Match4,
1833,Gradel Max,Match4,6.0
1834,Koulouris Efthymis,Match4,6.5
1835,Leya Iseka Aaron,Match4,4.5
1836,Said Wesley,Match4,4.5
1837,Sanogo Yaya,Match4,
1838,Mendy Edouard,Match4,6.0
1839,Salin Romain,Match4,
1840,Morel Jeremy,Match4,4.5
1841,Hamari Traoré,Match4,3.5
1842,Nyamsi Gerzino,Match4,
1843,Da Silva Damien,Match4,5.5
1844,Doumbia Souleyman,Match4,
1845,Boey Sacha,Match4,
1846,Gnagnon Joris,Match4,
1847,Gelin Jeremy,Match4,5.5
1848,Hunou Adrien,Match4,4.5
1849,Tait Flavien,Match4,
1850,Bourigeaud Benjamin,Match4,5.5
1851,Faitout Maouassa,Match4,5.5
1852,Lea Siliki James,Match4,4.5
1853,Grenier Clément,Match4,4.5
1854,Johansson Jakob,Match4,
1855,Camavinga Eduardo,Match4,4.5
1856,Guitane Rafik,Match4,
1857,Martin Jonas,Match4,
1858,Del Castillo Romain,Match4,5.0
1859,Jordan Siebatcheu,Match4,4.0
1860,Niang M'Baye,Match4,4.0
1861,Raphinha,Match4,
1862,Sakho Diafra,Match4,
1863,Petric Denis,Match4,
1864,Lafont Alban,Match4,6.0
1865,Olliero Alexandre,Match4,
1866,Appiah Dennis,Match4,
1867,Wagué Molla,Match4,
1868,Lucas Lima,Match4,
1869,Fabio,Match4,6.0
1870,Charles Traoré,Match4,6.0
1871,Basila Thomas,Match4,
1872,Pallois Nicolas,Match4,6.0
1873,Touré Abdoulaye,Match4,7.5
1874,Rongier Valentin,Match4,
1875,Moutoussamy Samuel,Match4,5.0
1876,Andrei Girotto,Match4,6.0
1877,Krhin Rene,Match4,
1878,Kayembe Joris,Match4,
1879,Coco Marcus,Match4,
1880,Louza Imran,Match4,5.5
1881,Abeid Mehdi,Match4,6.0
1882,Bamba Abdoul Kader,Match4,5.5
1883,Simon Moses,Match4,6.5
1884,Benavente Bristol Cristian,Match4,4.5
1885,Blas Ludovic,Match4,
1886,Youan Thody Elie,Match4,
1887,Kalifa Coulibaly,Match4,4.5
1888,Benaglio Diego,Match4,
1889,Subasic Danijel,Match4,
1890,Lecomte Benjamin,Match4,5.5
1891,Sy Seydou,Match4,
1892,Panzo Jonathan,Match4,
1893,Jemerson,Match4,
1894,Aguilar Ruben,Match4,
1895,Glik Kamil,Match4,5.0
1896,Badiashile Mukinayi Benoit,Match4,5.0
1897,Naldo,Match4,
1898,Ballo-Toure Fode,Match4,5.5
1899,Maripan Guillermo,Match4,3.0
1900,Henrichs Benjamin,Match4,
1901,Adama Traoré II,Match4,
1902,Rony Lopes,Match4,
1903,Diop Sofiane,Match4,
1904,Adrien Silva,Match4,4.5
1905,Golovin Aleksandr,Match4,5.0
1906,Fàbregas Cesc,Match4,
1907,Gil Dias,Match4,6.0
1908,Onyekuru Henry,Match4,4.5
1909,Bakayoko Tiemoué,Match4,
1910,Boschilia Gabriel,Match4,4.5
1911,Jovetic Stevan,Match4,
1912,Pellegri Pietro,Match4,
1913,Augustin Jean-Kévin,Match4,
1914,Geubbels Willem,Match4,
1915,Foster Lyle,Match4,
1916,Slimani Islam,Match4,8.0
1917,Gelson Martins,Match4,5.0
1918,Ben Yedder Wissam,Match4,4.0
1919,Keita,Match4,4.5
1920,Sylla Moussa,Match4,
1921,Petkovic Danijel,Match4,
1922,Mandrea Anthony,Match4,
1923,Butelle Ludovic,Match4,6.0
1924,Thomas Romain,Match4,6.5
1925,Traoré Ismael,Match4,6.0
1926,Manceau Vincent,Match4,5.0
1927,Pavlovic Mateo,Match4,
1928,Bamba Abdoulaye,Match4,
1929,Pellenard Théo,Match4,
1930,Cisse Ibrahim,Match4,
1931,Ait Nouri Rayan,Match4,6.0
1932,Fulgini Angelo,Match4,
1933,Mangani Thomas,Match4,5.0
1934,Capelle Pierrick,Match4,6.0
1935,Pajot Vincent,Match4,
1936,Santamaria Baptiste,Match4,5.5
1937,Reine-Adélaïde Jeff,Match4,
1938,Mancini Anthony,Match4,
1939,Pereira Lage,Match4,4.5
1940,Bobichon Antonin,Match4,
1941,El Melali Farid,Match4,6.5
1942,Kanga Wilfried,Match4,
1943,Bahoken Stephane,Match4,4.0
1944,Alioui Rachid,Match4,6.0
1945,Casimir Ninga,Match4,5.0
1946,Thioub Sada,Match4,4.5
1947,Rúnarsson Rúnar Alex,Match4,4.5
1948,Gomis Alfred,Match4,
1949,Ntumba Levi,Match4,
1950,Lautoa Wesley,Match4,4.5
1951,Ecuele Manga Bruno,Match4,5.0
1952,Chafik Fouad,Match4,
1953,Coulibaly Senou,Match4,5.0
1954,Aguerd Nayef,Match4,3.5
1955,Barbet Théo,Match4,
1956,Muzinga Ngonda,Match4,3.5
1957,Mendyl Hamza,Match4,5.0
1958,Alphonse Mickaël,Match4,3.0
1959,Sammaritano Frederic,Match4,4.5
1960,Marié Jordan,Match4,4.5
1961,Balmont Florent,Match4,
1962,Amalfitano Romain,Match4,4.0
1963,Soumaré Bryan,Match4,
1964,Mama Baldé,Match4,3.5
1965,Matheus Pereira,Match4,
1966,Loiodice Enzo,Match4,
1967,Ndong Didier,Match4,4.5
1968,Tavares Júlio,Match4,
1969,Jules Keita,Match4,
1970,Philippe Ryan,Match4,
1971,Mavididi Stephy,Match4,5.0
1972,Cadiz Jhonder,Match4,
1973,Chouiar Mounir,Match4,
1974,Jeannot Benjamin,Match4,
1975,Kamara Bingourou,Match4,
1976,Kawashima Eiji,Match4,
1977,Sels Matz,Match4,5.5
1978,Lala Kenny,Match4,5.5
1979,Djiku Alexander,Match4,4.0
1980,Ndour Abdallah,Match4,
1981,Lebeau Adrien,Match4,
1982,Koné Lamine,Match4,
1983,Mitrovic Stefan,Match4,4.0
1984,Carole Lionel,Match4,5.0
1985,Simakan Mohamed,Match4,4.0
1986,Martin Jonas,Match4,
1987,Lienard Dimitri,Match4,6.0
1988,Corgnet Benjamin,Match4,
1989,Caci Anthony,Match4,
1990,Bellegarde Jean-Ricner,Match4,4.5
1991,Thomasson Adrien,Match4,7.0
1992,Sissoko Ibrahima,Match4,4.5
1993,Zemzemi Moataz,Match4,
1994,Zohi Kévin,Match4,4.5
1995,Fofana Youssouf,Match4,
1996,Prcic Sanjin,Match4,
1997,Grimm Jeremy,Match4,
1998,Nuno da Costa,Match4,4.0
1999,Mothiba Lebo,Match4,3.5
2000,Botella Ivann,Match4,
2001,Ajorque Ludovic,Match4,5.5
2002,Gurtner Régis,Match4,4.5
2003,Dreyer Matthieu,Match4,
2004,Gendrey Valentin,Match4,
2005,Prince,Match4,
2006,Bodmer Mathieu,Match4,
2007,Aleesami Haitam,Match4,3.5
2008,Dibassy Bakaye,Match4,
2009,Lefort Jordan,Match4,3.5
2010,Sy Sanasi,Match4,
2011,Jallet Christophe,Match4,5.0
2012,Calabresi Arturo,Match4,4.0
2013,Chedjou Aurélien,Match4,
2014,Monconduit Thomas,Match4,
2015,Zungu Bongani,Match4,4.5
2016,Gnahore Eddy,Match4,4.5
2017,Timite Cheick,Match4,5.0
2018,Blin Alexis,Match4,3.5
2019,Kakuta Gaël,Match4,4.0
2020,Talal Madih,Match4,
2021,Mendoza John Stiven,Match4,
2022,Cornette Quentin,Match4,4.5
2023,Konaté Moussa,Match4,4.5
2024,Diabaté Fousseni,Match4,
2025,Ghoddos Saman,Match4,
2026,Akolo Chadrac,Match4,5.0
2027,Guirassy Sehrou,Match4,3.5
2028,Otero Juan Ferney,Match4,
2029,Diouf Yehvann,Match4,
2030,Lemaître Nicolas,Match4,
2031,Rajkovic Predrag,Match4,7.5
2032,Konan Ghislain,Match4,5.5
2033,Abdelhamid Yunis,Match4,4.5
2034,Sissoko Sambou,Match4,
2035,Foket Thomas,Match4,6.0
2036,Disasi Axel,Match4,6.0
2037,Romao Jacques-Alaixys,Match4,5.0
2038,Chavalerin Xavier,Match4,5.0
2039,Cafaro Mathieu,Match4,
2040,Doumbia Moussa,Match4,7.5
2041,Oudin Remi,Match4,7.0
2042,Mbemba Nolan,Match4,
2043,Munetsi Marshall,Match4,5.0
2044,Kamara Hassane,Match4,
2045,Dia Boulaye,Match4,5.0
2046,Berthier Gregory,Match4,
2047,Moreto Cassama,Match4,
2048,Kutesa Dereck,Match4,
2049,Dingome Tristan,Match4,5.5
2050,Pinson Virgile,Match4,
2051,Mbuku Nathanael,Match4,4.5
2052,Nkada Timothee,Match4,5.0
2053,Donis Anastasios,Match4,
2054,Zeneli Arbër,Match4,
2055,Suk Hyun-Jun,Match4,
2056,Bernadoni Paul,Match4,6.5
2057,Lionel Dias Lucas,Match4,
2058,Alakouch Sofiane,Match4,5.5
2059,Briancon Anthony,Match4,7.0
2060,Landre Loïck,Match4,
2061,Paquiez Gaetan,Match4,
2062,Miguel Florian,Match4,6.0
2063,Martinez Pablo,Match4,6.5
2064,Sarr Sidy,Match4,5.5
2065,Philippoteaux Romain,Match4,6.0
2066,Valls Theo,Match4,7.5
2067,Duljevic Haris,Match4,5.5
2068,Ferhat Zinedine,Match4,8.0
2069,Bobichon Antonin,Match4,
2070,Sainte Luce Theo,Match4,
2071,Fomba Lamine,Match4,5.0
2072,Deaux Lucas,Match4,6.5
2073,Valdivia Pierrick,Match4,
2074,Depres Clement,Match4,
2075,Denkey Kéivn,Match4,6.0
2076,Ben Amar Sami,Match4,
2077,Ripart Renaud,Match4,6.5
2078,Stojanovski Vlatko,Match4,
2079,Larsonneur Gautier,Match4,5.0
2080,Léon Donovan,Match4,
2081,Castelletto Jean-Charles,Match4,3.5
2082,Bain Denys,Match4,
2083,Chardonnet Brendan,Match4,3.5
2084,Belaud Gaëtan,Match4,
2085,Perraud Romain,Match4,3.0
2086,Faussurier Julien,Match4,3.5
2087,Baal Ludovic,Match4,
2088,Kiki Enangon David,Match4,
2089,Belkebla Haris,Match4,5.0
2090,Diallo Ibrahima,Match4,4.0
2091,N'Goma Ferris,Match4,
2092,Autret Mathias,Match4,5.0
2093,Court Yoann,Match4,3.5
2094,Battocchio Cristian,Match4,3.0
2095,Lasne Paul,Match4,3.5
2096,,Match4,
2097,,Match4,
2098,Charbonnier Gaëtan ,Match4,3.5
2099,Grandsir Samuel,Match4,3.5
2100,Mayi Kévin,Match4,
2101,Osei Yaw Derick,Match4,
2102,Cardona Irvin,Match4,4.0
2103,Mendy Alexandre,Match4,
2104,Oukidja Alexandre,Match4,5.5
2105,Delecroix Paul,Match4,
2106,N'Doram Kevin,Match4,5.0
2107,Boye John,Match4,4.5
2108,Sunzu Stoppila,Match4,
2109,Centonze Fabien,Match4,5.0
2110,Delaine Thomas,Match4,4.5
2111,Fofana Mamdou,Match4,4.0
2112,,Match4,
2113,,Match4,
2114,,Match4,
2115,,Match4,
2116,Cohade Renaud,Match4,4.0
2117,Maïga Habib,Match4,6.5
2118,Boulaya Farid,Match4,5.0
2119,Nguette Opa,Match4,5.0
2120,Gakpa Marvin,Match4,5.5
2121,Angban Victorien,Match4,4.5
2122,Traoré Adama,Match4,
2123,,Match4,
2124,,Match4,
2125,,Match4,
2126,Diallo Habib,Match4,4.0
2127,Niane Ibrahima,Match4,4.5
2128,Ambrose Thierry,Match4,
2129,,Match4,
2130,,Match4,
2131,,Match4,
2132,Pelé Yohann,Match5,
2133,Mandanda Steve,Match5,6.0
2134,González Álvaro,Match5,5.0
2135,Sakai Hiroki,Match5,
2136,Amavi Jordan,Match5,5.5
2137,Kamara Boubacar,Match5,4.0
2138,Perrin Lucas,Match5,
2139,Caleta-Car Duje,Match5,5.0
2140,Sarr Bouna,Match5,5.0
2141,Strootman Kevin,Match5,6.5
2142,Luiz Gustavo,Match5,
2143,Thauvin Florian,Match5,
2144,Lopez Maxime,Match5,6.0
2145,Sanson Morgan,Match5,5.5
2146,Payet Dimitri,Match5,7.0
2147,Chabrolle Florian,Match5,
2148,Aké Marley,Match5,
2149,Khaoui Saif-Eddine,Match5,
2150,Rongier Valentin,Match5,5.0
2151,Radonjic Nemanja,Match5,4.5
2152,Germain Valère,Match5,7.0
2153,Lihadji Isaac,Match5,
2154,Benedetto Dario,Match5,7.5
2155,Lopes Anthony,Match5,4.0
2156,Tatarusanu Ciprian,Match5,
2157,Kone Youssouf,Match5,
2158,Rafael,Match5,
2159,Yanga-Mbiwa Mapou,Match5,
2160,Marçal,Match5,
2161,Marcelo,Match5,5.5
2162,Dubois Léo,Match5,5.0
2163,Denayer Jason,Match5,
2164,Solet Oumar,Match5,5.0
2165,Andersen Joachim,Match5,4.0
2166,Tete Kenny,Match5,4.5
2167,Tousart Lucas,Match5,5.0
2168,Thiago Mendes,Match5,
2169,Terrier Martin,Match5,4.5
2170,Jean Lucas,Match5,5.0
2171,Reine-Adélaïde Jeff,Match5,5.5
2172,Aouar Houssem,Match5,5.5
2173,Depay Memphis,Match5,
2174,Traoré Bertrand,Match5,6.0
2175,Gouiri Amine,Match5,
2176,Dembele Moussa,Match5,7.0
2177,Cornet Maxwel,Match5,4.5
2178,Areola Alphonse,Match5,
2179,Bulka Marcin,Match5,
2180,Rico Sergio,Match5,
2181,Navas Keylor,Match5,6.0
2182,Thiago Silva,Match5,6.0
2183,Marquinhos,Match5,
2184,Diallo Abdou,Match5,7.5
2185,Kimpembe Presnel,Match5,5.0
2186,Kurzawa Layvin,Match5,4.5
2187,Dagba Colin,Match5,6.0
2188,Kehrer Thilo,Match5,
2189,Bernat Juan,Match5,
2190,Bakker Mitchel,Match5,
2191,Mbe Soh Loïc,Match5,
2192,Meunier Thomas,Match5,
2193,Verratti Marco,Match5,5.5
2194,Sarabia Pablo,Match5,4.5
2195,Di María Ángel,Match5,6.0
2196,Herrera Ander,Match5,5.5
2197,Draxler Julian,Match5,
2198,Choupo-Moting Eric Maxim,Match5,4.5
2199,Paredes Leandro,Match5,
2200,Gueye Idrissa,Match5,6.0
2201,Aouchiche Adil,Match5,
2202,Cavani Edinson,Match5,
2203,Neymar,Match5,6.0
2204,Icardi Mauro,Match5,4.5
2205,Jesé,Match5,
2206,Mbappé Kylian,Match5,
2207,Cardinale Yoan,Match5,
2208,Benítez Walter,Match5,6.0
2209,Clementia Yannis,Match5,
2210,Cisse Ibrahim,Match5,
2211,Sarr Malang,Match5,
2212,Dante,Match5,
2213,Coly Racine,Match5,4.0
2214,Herelle Christophe,Match5,
2215,Atal Youcef,Match5,4.0
2216,Pelmard Andy,Match5,4.5
2217,Lloris Gautier,Match5,4.5
2218,Burner Patrick,Match5,4.5
2219,Lusamba Arnaud,Match5,
2220,Walter Remi,Match5,
2221,Cyprien Wylan,Match5,6.0
2222,Lees-Melou Pierre,Match5,6.0
2223,Tameze Adrien,Match5,6.0
2224,Srarfi Bassem,Match5,
2225,Kephren Thuram,Match5,
2226,Boudaoui Hichem,Match5,
2227,Danilo,Match5,
2228,Sylvestre Eddy,Match5,
2229,N'Soki Stanley,Match5,
2230,Ounas Adam,Match5,5.0
2231,Claude Maurice Alexis,Match5,5.0
2232,Pedro  Brazao,Match5,
2233,Sacko Ihsan,Match5,
2234,Le Bihan Mickael,Match5,
2235,Diaby Mohamed Lamine,Match5,
2236,Maolida Myziane,Match5,4.5
2237,Dolberg Kasper,Match5,4.0
2238,Ganago Ignatius,Match5,4.0
2239,,Match5,4.954545454545454
2240,Ruffier Stéphane,Match5,6.0
2241,Bajic Stefan,Match5,
2242,Moulin Jessy,Match5,
2243,Perrin Loic,Match5,5.5
2244,Nade Mickael,Match5,
2245,Saliba William,Match5,
2246,Gabriel Silva,Match5,
2247,Moukoudi Harold,Match5,4.5
2248,Trauco Miguel,Match5,
2249,Palencia Sergi,Match5,
2250,Kolodziejczak Timothée,Match5,4.5
2251,Debuchy Mathieu,Match5,5.5
2252,Hamouma Romain,Match5,7.5
2253,Khazri Wahbi,Match5,5.0
2254,Nordin Arnaud,Match5,5.0
2255,Youssouf Zaydou,Match5,4.0
2256,Bouanga Denis,Match5,5.5
2257,Cabaye Yohan,Match5,4.0
2258,Sissoko Nelson,Match5,
2259,Fofana Wesley,Match5,
2260,Boudebouz Ryad,Match5,3.5
2261,Aholou Jean Eudes,Match5,
2262,M'Vila Yann,Match5,5.5
2263,Monnet-Paquet Kévin,Match5,
2264,Diony Lois,Match5,
2265,Beric Robert,Match5,4.0
2266,Abi Charles,Match5,
2267,Honorat Franck,Match5,
2268,Maignan Mike,Match5,5.5
2269,Léo Jardim,Match5,
2270,Soumaoro Adama,Match5,
2271,Zeki Celik Mehmet,Match5,
2272,José Fonte,Match5,6.0
2273,Gabriel,Match5,6.0
2274,Pied Jérémy,Match5,5.0
2275,Agouzoul Saad,Match5,
2276,Tiago Djalo,Match5,
2277,Bradaric Domagoj,Match5,5.5
2278,Reinildo,Match5,5.0
2279,André Benjamin,Match5,7.0
2280,Xeka,Match5,
2281,Soumaré Boubakary,Match5,6.0
2282,Bamba Jonathan,Match5,6.0
2283,Ikoné Jonathan,Match5,5.0
2284,Zekaj Arton,Match5,
